qID,th3_biggest_tfidf
548,"{'answer': 6.803879160638928, 'feel': 5.575213743722621, 'upvotes': 8.190173521758819}"
550,"{'feature': 7.6793478979928285, 'protagonists': 8.595638629866983, 'shows': 7.3428756613716155}"
552,"{'ir': 8.595638629866983, 'love': 11.584556497920897, 'wait': 8.595638629866983}"
554,"{'?': 1.0007542426504639, 'die': 6.723836452965392, 'people': 4.683615624438837}"
556,"{'clothes': 7.497026341198874, 'cotton': 7.6793478979928285, 'polyester': 8.595638629866983}"
558,"{'?': 1.0007542426504639, 'bone': 8.190173521758819, 'marrow': 8.190173521758819}"
560,"{'?': 1.0007542426504639, 'reddice': 8.595638629866983, 'slave': 8.595638629866983}"
562,"{'drowning': 8.595638629866983, 'float': 8.595638629866983, 'surface': 7.902491449307038}"
564,"{""haven't"": 7.497026341198874, 'miss': 7.902491449307038, 'talked': 8.595638629866983}"
566,"{'cities': 14.994052682397747, 'cram': 8.595638629866983, 'immerse': 8.595638629866983, 'region': 8.595638629866983}"
568,"{'cost': 6.030689272405446, 'free': 5.956581300251725, 'online': 5.651199650700543}"
570,"{'coast': 7.497026341198874, 'cupcakes': 7.497026341198874, 'customized': 7.902491449307038}"
572,"{'odd': 8.190173521758819, 'plan': 6.890890537628558, 'successful': 7.091561233090709}"
574,"{'pakistan': 6.2442633727035055, 'war': 5.625224164297282, 'win': 5.9929489444226}"
576,"{'deal': 6.803879160638928, 'dying': 7.902491449307038, 'fear': 7.6793478979928285}"
578,"{'cracked': 8.595638629866983, 'estimated': 8.595638629866983, 'repairing': 7.6793478979928285, 'screen': 7.6793478979928285}"
580,"{'coming': 7.209344268747093, 'innovations': 7.6793478979928285, ""mcdonald's"": 8.595638629866983}"
582,"{'end': 6.986200717432883, 'infinite': 6.986200717432883, 'universe': 13.29945696162334}"
584,"{'?': 1.0007542426504639, 'cpagrip.com': 8.595638629866983}"
586,"{'?': 1.0007542426504639, 'funds': 7.497026341198874, 'raise': 7.6793478979928285}"
588,"{'anna': 8.595638629866983, 'hazare': 8.595638629866983, 'pm': 7.3428756613716155}"
590,"{'banning': 7.209344268747093, 'effect': 6.986200717432883, 'markets': 8.190173521758819, 'stock': 6.986200717432883}"
592,"{'concentric': 8.190173521758819, 'contractions': 17.191277259733965, 'eccentric': 8.190173521758819}"
594,"{'episode': 7.902491449307038, 'puppet': 8.595638629866983, 'suck': 7.902491449307038, 'yoda': 8.595638629866983}"
596,"{'ads': 7.902491449307038, 'opportunity': 8.190173521758819, 'platforms': 7.902491449307038}"
598,"{'?': 1.0007542426504639, 'life': 4.89433665575449, 'meaning': 6.803879160638928}"
600,"{'business': 6.293053536872938, 'effectively': 8.190173521758819, 'small': 6.803879160638928}"
602,"{'acquire': 8.190173521758819, 'morality': 8.595638629866983, 'positive': 7.497026341198874}"
604,"{'?': 1.0007542426504639, 'friends': 6.069909985558728, 'need': 5.823049907627202}"
606,"{'?': 1.0007542426504639, 'exist': 6.723836452965392}"
608,"{'hollywood': 7.6793478979928285, 'movies': 5.887588428764773, 'thriller': 8.190173521758819}"
610,"{'college': 12.306583188995559, 'repeat': 8.190173521758819, 'year': 11.524850571621535}"
612,"{'filling': 8.595638629866983, 'igniting': 8.595638629866983, 'pumped': 8.595638629866983}"
614,"{'bachelors': 8.190173521758819, 'homeland': 8.190173521758819, 'possibilities': 8.595638629866983}"
616,"{'books': 6.153291594497779, 'calculus': 8.190173521758819, 'understand': 7.497026341198874}"
618,"{'/': 4.9193379579599075, 'break': 7.3428756613716155, 'did': 4.703818331756357}"
620,"{'5s': 8.190173521758819, 'jio': 7.497026341198874, 'sim': 7.3428756613716155}"
622,"{'rules': 8.190173521758819, 'unwritten': 8.190173521758819, 'usa': 6.293053536872938}"
624,"{'answer': 6.803879160638928, 'gap': 7.902491449307038, 'interview': 6.723836452965392}"
626,"{'low': 6.64972848081167, 'songs': 6.64972848081167, 'voices': 8.595638629866983}"
628,"{'birth': 7.497026341198874, 'chart': 7.6793478979928285, 'predict': 8.190173521758819}"
630,"{'birth': 7.497026341198874, 'functions': 8.190173521758819, 'trigonometric': 8.595638629866983}"
632,"{'""': 9.555852607820157, 'looks': 8.190173521758819, 'saying': 7.902491449307038}"
634,"{'countries': 6.5807356093247185, 'prevent': 7.497026341198874, 'war': 5.625224164297282}"
636,"{'?': 1.0007542426504639, 'billionaire': 7.497026341198874}"
638,"{'design': 7.091561233090709, 'learn': 4.932076983737337, 'web': 6.455572466370713}"
640,"{'&': 11.709597211883565, ""'"": 23.41919442376713, 'request': 15.804982898614076}"
642,"{'affected': 7.497026341198874, 'banning': 7.209344268747093, 'gdp': 7.209344268747093, 'rupees': 7.209344268747093}"
644,"{'death': 6.455572466370713, 'philosophical': 8.190173521758819, 'understanding': 7.6793478979928285}"
646,"{'considered': 6.723836452965392, 'dogs': 7.209344268747093, 'omnivores': 8.595638629866983}"
648,"{'cheated': 8.190173521758819, 'like': 4.509662317315399, 'relationship': 6.723836452965392}"
650,"{'blocked': 6.890890537628558, 'know': 5.356960177702603, 'texts': 7.497026341198874}"
652,"{'eaten': 7.902491449307038, 'foods': 8.190173521758819, 'interesting': 6.516197088187147}"
653,"{'banker': 7.902491449307038, 'like': 4.509662317315399, 'private': 6.803879160638928}"
655,"{'?': 1.0007542426504639, 'journalism': 8.190173521758819}"
657,"{'?': 1.0007542426504639, 'concentration': 8.190173521758819, 'increase': 6.344346831260488}"
659,"{'""': 9.555852607820157, 'invitations': 17.191277259733965, 'linkedin': 8.190173521758819}"
661,"{'dog': 7.091561233090709, 'german': 7.209344268747093, 'shepherd': 8.190173521758819}"
663,"{'agnosticism': 8.595638629866983, 'deism': 8.595638629866983, 'difference': 5.114398540531291}"
665,"{'ejaculate': 8.190173521758819, 'masturbate': 8.190173521758819, 'stars': 8.190173521758819}"
667,"{'cgpa': 8.595638629866983, 'madras': 8.595638629866983, 'mtech': 8.190173521758819}"
669,"{'biological': 7.902491449307038, 'emotional': 8.595638629866983, 'reason': 6.64972848081167}"
671,"{'crust': 8.190173521758819, ""earth's"": 8.190173521758819, 'facts': 7.3428756613716155}"
673,"{'friction': 8.595638629866983, 'isro': 8.595638629866983, 'stir': 8.595638629866983, 'welding': 8.595638629866983}"
675,"{'fake': 15.358695795985657, 'ios': 14.183122466181418, 'location': 15.804982898614076}"
677,"{'quit': 7.6793478979928285, 'smoking': 7.6793478979928285, 'way': 5.04029056837757}"
679,"{'language': 5.762425285810767, 'programing': 8.190173521758819, 'tcs': 7.497026341198874}"
681,"{'earthquake': 7.6793478979928285, 'homes': 8.595638629866983, 'resistant': 8.190173521758819}"
683,"{'actress': 7.902491449307038, 'kristen': 8.595638629866983, 'stewart': 8.595638629866983}"
685,"{'feminine': 8.595638629866983, 'gross': 7.209344268747093, 'guys': 7.209344268747093}"
687,"{'daddy': 8.190173521758819, 'popular': 7.209344268747093, 'sugar': 7.497026341198874}"
689,"{'1st': 8.190173521758819, 'sem': 8.190173521758819, 'vtu': 8.595638629866983}"
691,"{'15k': 7.6793478979928285, 'buy': 5.762425285810767, 'phone': 5.677867897782704}"
693,"{'?': 1.0007542426504639, 'business': 6.293053536872938, 'start': 5.211248366521209}"
695,"{'experience': 6.723836452965392, 'near-death': 8.190173521758819, ""you've"": 6.516197088187147}"
697,"{'dogs': 7.209344268747093, 'fleas': 8.190173521758819, 'getting': 6.398414052530764}"
699,"{'come': 6.197743357068613, 'j': 7.902491449307038, 'letter': 7.497026341198874}"
701,"{'classes': 7.3428756613716155, 'harvard': 7.3428756613716155, 'turkish': 8.595638629866983}"
703,"{'android': 12.221463960157966, 'bluetooth': 8.190173521758819, 'phone': 11.355735795565408}"
705,"{'books': 6.153291594497779, 'important': 6.110731980078983, 'written': 7.497026341198874}"
706,"{'designs': 8.595638629866983, 'grads': 6.986200717432883, 'recruit': 6.986200717432883, 'sigma': 7.902491449307038}"
708,"{'m.phil': 8.595638629866983, 'ma': 8.595638629866983, 'masters': 7.6793478979928285, 'psychology': 7.6793478979928285}"
710,"{'grads': 6.986200717432883, 'industries': 7.902491449307038, 'powell': 8.595638629866983, 'recruit': 6.986200717432883}"
712,"{'come': 6.197743357068613, 'movie': 5.733437748937515, 'posters': 8.190173521758819}"
714,"{'deuteromycota': 8.595638629866983, 'examples': 6.110731980078983, 'formed': 8.190173521758819}"
716,"{'?': 1.0007542426504639, 'racist': 16.380347043517638}"
718,"{'?': 1.0007542426504639, 'differences': 6.344346831260488}"
720,"{'canada': 6.803879160638928, 'canadian': 7.497026341198874, 'geese': 8.595638629866983}"
722,"{'x': 13.781781075257117, '{': 21.62803280624128, '}': 21.62803280624128}"
724,"{'devices': 7.902491449307038, 'edit': 7.902491449307038, 'play': 6.64972848081167}"
726,"{'?': 1.0007542426504639, 'good': 4.526611875629173, 'speaker': 7.497026341198874}"
728,"{'letter': 7.497026341198874, 'mr': 7.6793478979928285, 'narendra': 6.803879160638928}"
730,"{'cruz': 7.6793478979928285, 'electable': 8.595638629866983, 'ted': 7.6793478979928285}"
732,"{'?': 1.0007542426504639, 'bastards': 8.595638629866983, 'snow': 7.902491449307038}"
734,"{'bermuda': 8.190173521758819, 'think': 5.245734542592379, 'triangle': 8.190173521758819}"
736,"{'girls': 6.197743357068613, 'guys': 7.209344268747093, 'mexican': 8.595638629866983}"
738,"{'house': 6.986200717432883, 'lived': 8.595638629866983, 'tiny': 7.902491449307038}"
740,"{',': 9.960234751324688, 'old': 23.9717957776904, 'years': 23.685959921761818}"
742,"{'8': 7.209344268747093, 'cockerels': 8.595638629866983, 'debeak': 8.595638629866983}"
744,"{'?': 1.0007542426504639, 'anxiety': 7.6793478979928285, 'overcome': 7.3428756613716155}"
746,"{'avoid': 6.890890537628558, 'whey': 8.595638629866983, 'yogurt': 8.595638629866983}"
748,"{'bisexual': 8.190173521758819, 'girlfriend': 6.64972848081167, 'im': 8.190173521758819}"
750,"{'germany': 6.986200717432883, 'ms': 7.091561233090709, 'university': 6.723836452965392}"
752,"{'maintain': 8.190173521758819, 'mind': 7.091561233090709, 'peace': 7.902491449307038}"
754,"{'build': 7.091561233090709, 'car': 6.344346831260488, 'quality': 6.64972848081167}"
756,"{'headache': 8.595638629866983, 'massaging': 8.595638629866983, ""one's"": 8.595638629866983, 'soothe': 8.595638629866983}"
758,"{'kmc': 16.380347043517638, 'mangalore': 8.190173521758819, 'manipal': 8.190173521758819}"
760,"{'?': 1.0007542426504639, 'bestfriend': 8.190173521758819, 'ignoring': 7.902491449307038}"
762,"{'acer': 8.595638629866983, 'cpu-z': 8.595638629866983, 'sensors': 8.595638629866983, 'z630s': 8.595638629866983}"
764,"{'language': 5.762425285810767, 'learn': 4.932076983737337, 'motivation': 7.902491449307038}"
766,"{'assessment': 7.497026341198874, 'companies': 6.5807356093247185, 'india': 4.376130924690877}"
768,"{'@': 7.902491449307038, 'emoticon': 8.595638629866983, 'mean': 5.527585694733366}"
770,"{'discharge': 8.595638629866983, 'pinkish': 8.595638629866983, 'pregnancy': 8.595638629866983}"
772,"{'finger': 7.6793478979928285, 'properly': 8.595638629866983, 'ways': 5.705266871970818}"
774,"{'?': 1.0007542426504639, 'scientists': 7.902491449307038, 'work': 5.396965512316302}"
776,"{'cmc': 8.595638629866983, 'shortlisted': 8.595638629866983, 'sponsored': 8.595638629866983}"
778,"{'ceremony': 16.380347043517638, 'wedding': 15.358695795985657, 'western': 7.3428756613716155}"
780,"{'condition': 8.595638629866983, 'pakistan': 6.2442633727035055, 'tourism': 8.595638629866983}"
782,"{'funds': 7.497026341198874, 'offshore': 7.6793478979928285, 'onshore': 8.190173521758819}"
784,"{'hate': 6.344346831260488, 'khan': 7.497026341198874, 'shahrukh': 8.190173521758819}"
786,"{'read': 6.516197088187147, 'self-help': 8.595638629866983, ""you've"": 6.516197088187147}"
788,"{'?': 1.0007542426504639, 'evernote': 8.190173521758819, 'useful': 7.3428756613716155}"
790,"{'continuation': 8.190173521758819, 'magi': 8.190173521758819, 'title': 8.595638629866983}"
792,"{'lyric': 7.902491449307038, 'prank': 7.902491449307038, 'song': 6.516197088187147}"
794,"{'argued': 8.595638629866983, 'freak': 8.595638629866983, 'freedom': 8.595638629866983, 'gf': 8.595638629866983}"
796,"{'drug': 6.890890537628558, 'methamphetamine': 8.595638629866983, 'pass': 6.723836452965392}"
798,"{'development': 6.516197088187147, 'open': 6.723836452965392, 'source': 6.986200717432883}"
800,"{'dreams': 7.209344268747093, 'look': 6.5807356093247185, 'real': 5.9929489444226}"
802,"{'cricket': 7.6793478979928285, 'players': 8.595638629866983, 'tea': 15.358695795985657}"
804,"{'?': 1.0007542426504639, 'entry': 7.6793478979928285, 'mit': 7.6793478979928285}"
806,"{'breathe': 8.595638629866983, 'fetus': 8.190173521758819, 'womb': 8.190173521758819}"
808,"{'incest': 8.190173521758819, 'movies': 5.887588428764773, 'scenes': 8.595638629866983}"
810,"{'feelings': 7.3428756613716155, 'hides': 8.595638629866983, 'signs': 7.6793478979928285}"
812,"{'existed': 8.190173521758819, 'federation': 8.595638629866983, 'robots': 8.595638629866983}"
814,"{'""': 9.555852607820157, 'midsummer': 8.190173521758819, ""night's"": 8.190173521758819, 'oberon': 8.190173521758819, 'titania': 8.190173521758819}"
816,"{'?': 1.0007542426504639, 'divorce': 7.902491449307038, 'regret': 7.6793478979928285}"
818,"{'70': 8.190173521758819, 'clone': 16.380347043517638, 'dna': 8.190173521758819}"
820,"{'feelings': 7.3428756613716155, 'right': 6.455572466370713, 'tell': 6.516197088187147}"
822,"{'dean': 8.595638629866983, 'howard': 8.595638629866983, 'suggests': 8.595638629866983}"
824,"{'elite': 8.595638629866983, 'organisation': 8.190173521758819, 'rich': 7.902491449307038}"
826,"{'architecture': 8.595638629866983, 'financially': 8.595638629866983, 'teaching': 7.902491449307038}"
828,"{'comedy': 7.6793478979928285, 'kapil': 7.902491449307038, 'nights': 7.6793478979928285}"
830,"{'maheshwari': 8.190173521758819, 'quora': 4.857969011583615, 'sandeep': 8.190173521758819}"
832,"{'biggest': 7.3428756613716155, 'hunter': 8.190173521758819, 'monster': 16.380347043517638}"
834,"{'blaspheming': 8.595638629866983, 'holy': 8.595638629866983, 'spirit': 8.595638629866983}"
836,"{""can't"": 6.344346831260488, 'porn': 6.803879160638928, 'watching': 8.190173521758819}"
838,"{'?': 1.0007542426504639, 'start': 5.211248366521209, 'trusting': 8.190173521758819}"
840,"{'bucket': 8.190173521758819, 'list': 6.890890537628558, ""what's"": 5.069278105250822}"
842,"{'come': 6.197743357068613, 'did': 4.703818331756357, 'porn': 6.803879160638928}"
844,"{'il': 8.595638629866983, 'relative': 7.6793478979928285, 'taxis': 7.497026341198874}"
846,"{'charged': 8.595638629866983, 'lipid': 8.595638629866983, 'membrane': 8.595638629866983}"
848,"{'renowned': 8.595638629866983, 'spouse': 7.209344268747093, 'star': 7.091561233090709}"
850,"{'affiliate': 8.595638629866983, 'booking': 8.190173521758819, 'hostel': 8.190173521758819}"
852,"{'attractions': 8.190173521758819, 'brooklyn': 8.190173521758819, 'queens': 8.190173521758819, 'staten': 8.190173521758819}"
854,"{'day': 5.792278248960448, 'eat': 6.398414052530764, 'healthy': 6.64972848081167}"
856,"{'airtel': 8.595638629866983, 'andhra': 8.595638629866983, 'pradesh': 8.595638629866983}"
858,"{'clinton': 6.455572466370713, 'election': 6.153291594497779, 'hillary': 6.2442633727035055}"
860,"{'rub': 8.190173521758819, 'vapor': 8.190173521758819, 'vicks': 8.190173521758819}"
862,"{'literature': 7.6793478979928285, 'syllabus': 8.190173521758819, 'ugc': 7.902491449307038}"
864,"{'columbian': 8.595638629866983, 'europeans': 8.190173521758819, 'exchange': 8.190173521758819}"
866,"{'designers': 8.595638629866983, 'forum': 8.190173521758819, 'graphic': 8.190173521758819}"
868,"{'alex': 8.595638629866983, 'jones': 8.595638629866983, 'satirical': 8.595638629866983}"
870,"{'1.5': 8.595638629866983, 'angularjs': 16.380347043517638, 'typescript': 8.595638629866983}"
872,"{'asleep': 8.190173521758819, 'days': 6.890890537628558, 'fall': 6.803879160638928}"
874,"{'cameos': 8.595638629866983, 'included': 8.595638629866983, 'marvel': 8.190173521758819, 'stan': 8.190173521758819}"
876,"{'demonetize': 8.190173521758819, 'economy': 7.209344268747093, 'governments': 8.595638629866983}"
878,"{'10/6': 8.595638629866983, ""hatter's"": 8.595638629866983, 'label': 8.595638629866983}"
880,"{'jingle': 8.190173521758819, 'kars': 8.595638629866983, 'wrote': 8.190173521758819}"
882,"{'candy': 7.497026341198874, 'greece': 8.595638629866983, 'imported': 7.497026341198874, 'saltwater': 7.497026341198874, 'taffy': 7.497026341198874}"
884,"{'enter': 7.902491449307038, 'mit': 7.6793478979928285, 'requirements': 7.497026341198874}"
886,"{'answer': 6.803879160638928, 'question': 5.921489980440454, 'quora': 4.857969011583615}"
888,"{'iran': 7.497026341198874, 'israel': 7.497026341198874, 'vs': 7.6793478979928285}"
890,"{'late': 6.890890537628558, 'learn': 4.932076983737337, 'piano': 7.497026341198874}"
892,"{'?': 1.0007542426504639, 'natural': 7.209344268747093, 'numbers': 7.3428756613716155}"
894,"{'3t': 8.190173521758819, '4g': 8.595638629866983, 'enabled': 8.595638629866983, 'volte': 8.190173521758819}"
896,"{'access': 6.64972848081167, 'enter': 7.902491449307038, 'id': 14.994052682397747, 'recover': 6.64972848081167}"
898,"{'faster': 7.209344268747093, 'light': 6.723836452965392, 'travel': 6.153291594497779}"
900,"{'?': 1.0007542426504639, 'firefighter': 8.190173521758819, 'like': 4.509662317315399}"
902,"{'distributed': 8.190173521758819, 'inconsistency': 8.595638629866983, 'platform': 7.497026341198874}"
904,"{'ipc': 8.190173521758819, 'offenses': 8.595638629866983, 'pocso': 8.595638629866983}"
906,"{'""': 9.555852607820157, 'alternative': 7.902491449307038, 'word': 6.455572466370713}"
908,"{'illegal': 7.902491449307038, 'nba': 8.190173521758819, 'screen': 7.6793478979928285}"
910,"{'anymore': 8.190173521758819, 'excitement': 8.190173521758819, 'excites': 8.595638629866983, 'regain': 8.595638629866983}"
